500, 500, 6, 83697.24360186364, 0, 0, 62638.10435841241
500, 500, 6, 67518.75898721673, 1, 0, 62638.10435841241
500, 500, 6, 60754.34998556557, 2, 0, 62638.10435841241
500, 500, 6, 71171.94400798509, 3, 0, 60754.34998556557
500, 500, 6, 80635.47746768325, 4, 0, 60754.34998556557
500, 500, 6, 71171.94400798509, 5, 0, 60754.34998556557
500, 500, 6, 71395.72968682097, 6, 0, 60754.34998556557
500, 500, 6, 62638.10435841241, 7, 0, 60754.34998556557
500, 500, 6, 62638.10435841241, 8, 0, 60754.34998556557
500, 500, 6, 60754.34998556557, 9, 0, 60754.34998556557
500, 500, 6, 62638.10435841241, 10, 0, 60754.34998556557
500, 500, 6, 62638.10435841241, 11, 0, 60754.34998556557
500, 500, 6, 60754.34998556557, 12, 0, 60754.34998556557
500, 500, 6, 62638.10435841241, 13, 0, 60754.34998556557
500, 500, 6, 60754.34998556557, 14, 0, 60754.34998556557
500, 500, 6, 60754.34998556557, 15, 0, 60754.34998556557
500, 500, 6, 60754.34998556557, 16, 0, 60754.34998556557
500, 500, 6, 60754.34998556557, 17, 0, 60754.34998556557
500, 500, 6, 60754.34998556557, 18, 0, 60754.34998556557
500, 500, 6, 60754.34998556557, 19, 0, 60754.34998556557
500, 500, 6, 60754.34998556557, 20, 0, 60754.34998556557
500, 500, 6, 68870.54121506431, 0, 0, 60907.15760914149
500, 500, 6, 70677.8661077828, 1, 0, 60907.15760914149
500, 500, 6, 68061.25152863927, 2, 0, 60907.15760914149
500, 500, 6, 70403.8419721849, 3, 0, 60907.15760914149
500, 500, 6, 68442.7664613297, 4, 0, 60907.15760914149
500, 500, 6, 66015.14287261441, 5, 0, 60907.15760914149
500, 500, 6, 65495.35982517686, 6, 0, 60907.15760914149
500, 500, 6, 65355.03860440532, 7, 0, 60907.15760914149
500, 500, 6, 68061.25152863927, 8, 0, 60907.15760914149
500, 500, 6, 65495.35982517686, 9, 0, 60907.15760914149
500, 500, 6, 65495.35982517686, 10, 0, 60907.15760914149
500, 500, 6, 65495.35982517686, 11, 0, 60907.15760914149
500, 500, 6, 65495.35982517686, 12, 0, 60907.15760914149
500, 500, 6, 60907.15760914149, 13, 0, 60907.15760914149
500, 500, 6, 60907.15760914149, 14, 0, 60907.15760914149
500, 500, 6, 60907.15760914149, 15, 0, 60907.15760914149
500, 500, 6, 60907.15760914149, 16, 0, 60907.15760914149
500, 500, 6, 60907.15760914149, 17, 0, 60907.15760914149
500, 500, 6, 60907.15760914149, 18, 0, 60907.15760914149
